#,Singular,Plural,Description,Name,Adjective,PossessivePronoun,StartsWithVowel,Countability,Pronoun,Article,ModelMain,ModelSub,DamagePhys,DamageMag,Delayms,BlockRate,Block,DefensePhys,DefenseMag,BaseParamValue[0],BaseParamValue[1],BaseParamValue[2],BaseParamValue[3],BaseParamValue[4],BaseParamValue[5],BaseParamValueSpecial[0],BaseParamValueSpecial[1],BaseParamValueSpecial[2],BaseParamValueSpecial[3],BaseParamValueSpecial[4],BaseParamValueSpecial[5],LevelEquip,RequiredPvpRank,EquipRestriction,ClassJobCategory,GrandCompany,ItemSeries,BaseParamModifier,ClassJobUse,DamagePhysType,DefaultActionRange,BaseParam[0],BaseParam[1],BaseParam[2],BaseParam[3],BaseParam[4],BaseParam[5],ItemSpecialBonus,ItemSpecialBonusParam,BaseParamSpecial[0],BaseParamSpecial[1],BaseParamSpecial[2],BaseParamSpecial[3],BaseParamSpecial[4],BaseParamSpecial[5],MaterializeType,MateriaSlotCount,SubStatCategory,IsAdvancedMeldingPermitted,IsPvP,IsGlamorous,AdditionalData,StackSize,PriceMid,PriceLow,ItemRepair,ItemGlamour,Icon,LevelItem,SubcategorySort,ItemAction,Cooldowns,Desynth,AetherialReduce,Rarity,FilterGroup,ItemUICategory,ItemSearchCategory,EquipSlotCategory,ItemSortCategory,DyeCount,CastTimeSeconds,ClassJobRepair,IsUnique,IsUntradable,IsIndisposable,Lot,CanBeHq,IsCrestWorthy,IsCollectable,AlwaysCollectable
54,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
55,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
56,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
57,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
58,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
59,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
60,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
61,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
62,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
63,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
64,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
65,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
66,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
67,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
68,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
69,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
70,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
71,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
72,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
73,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
74,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
75,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
76,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
77,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
78,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
79,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
80,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
81,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
82,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
83,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
84,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
85,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
86,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
87,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
88,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
89,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
90,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
91,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
92,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
93,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
94,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
95,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
96,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
97,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
98,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
99,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
100,구식 글라디우스,,,구식 글라디우스,0,0,0,1,0,0,17179934921,0,11,5,2000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,1,38,0,0,1,1,1,3,0,0,0,0,0,0,1,0,12,13,0,0,0,0,3,0,0,False,False,True,0,1,174,2,1,21800,30409,6,2990,0,0,0,0,1,1,2,0,1,5,0,2,9,False,True,False,True,True,False,False,False
101,구식 단검,,,구식 단검,0,0,0,1,0,0,4297588937,0,13,7,1920,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,9,0,1,38,0,0,1,1,1,3,0,0,0,0,0,0,1,0,12,13,0,0,0,0,3,0,0,False,False,True,0,1,265,3,1,21800,30411,9,2990,0,0,0,0,1,1,2,0,1,5,0,2,9,False,True,False,True,True,False,False,False
102,구식 스파타,,,구식 스파타,0,0,0,1,0,0,8592490697,0,15,8,2000,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,11,0,1,38,0,0,1,1,1,3,0,0,0,0,0,0,1,0,12,13,0,0,0,0,3,0,0,False,False,True,0,1,336,3,2,21800,30401,11,2990,0,0,0,0,1,1,2,0,1,5,0,2,9,False,True,False,True,True,False,False,False
103,구식 암흑의 단검,,,구식 암흑의 단검,0,0,0,1,0,0,21477458121,0,19,10,1920,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,14,0,1,38,0,0,1,1,1,3,0,0,0,0,0,0,1,0,12,13,0,0,0,0,3,0,0,False,False,True,0,1,525,4,2,21800,30414,14,2990,0,0,0,0,1,1,2,0,1,5,0,2,14,False,True,False,True,True,False,False,False
104,구식 침묵의 단검,,,구식 침묵의 단검,0,0,0,1,0,0,21477458121,0,19,10,1920,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,14,0,1,38,0,0,1,1,1,3,0,0,0,0,0,0,1,0,12,13,0,0,0,0,3,0,0,False,False,True,0,1,525,4,2,21800,30414,14,2990,0,0,0,0,1,1,2,0,1,5,0,2,14,False,True,False,True,True,False,False,False
105,구식 황동 글라디우스,,,구식 황동 글라디우스,0,0,0,1,0,0,4295033033,0,21,11,2000,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,16,0,1,38,0,0,1,1,1,3,0,0,0,0,0,0,1,0,12,13,0,0,0,0,3,0,0,False,False,True,0,1,547,5,2,21800,30403,16,2990,0,0,0,0,1,1,2,0,1,5,0,2,9,False,True,False,True,True,False,False,False
106,구식 황동 단검,,,구식 황동 단검,0,0,0,1,0,0,12887523529,0,24,13,1920,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,19,0,1,38,0,0,1,1,1,3,0,0,0,0,0,0,1,0,12,13,0,0,0,0,3,0,0,False,False,True,0,1,698,7,2,21800,30413,19,2990,0,0,0,0,1,1,2,0,1,5,0,2,11,False,True,False,True,True,False,False,False
107,구식 마비의 단검,,,구식 마비의 단검,0,0,0,1,0,0,21477458121,0,28,14,1920,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,24,0,1,38,0,0,1,1,1,3,0,0,0,0,0,0,1,0,12,13,0,0,0,0,3,0,0,False,False,True,0,1,1557,11,3,21800,30414,24,2990,0,0,0,0,1,1,2,0,1,5,0,2,14,False,True,False,True,True,False,False,False
108,구식 수면의 단검,,,구식 수면의 단검,0,0,0,1,0,0,21477458121,0,28,14,1920,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,24,0,1,38,0,0,1,1,1,3,0,0,0,0,0,0,1,0,12,13,0,0,0,0,3,0,0,False,False,True,0,1,1557,11,3,21800,30414,24,2990,0,0,0,0,1,1,2,0,1,5,0,2,14,False,True,False,True,True,False,False,False
109,구식 마쿠아후이틀,,,구식 마쿠아후이틀,0,0,0,1,0,0,4295295177,0,29,14,2000,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,25,0,1,38,0,0,1,1,1,3,0,0,0,0,0,0,1,0,12,13,0,0,0,0,3,0,0,False,False,True,0,1,1612,12,3,21800,30417,25,2990,0,0,0,0,1,1,2,0,1,5,0,2,8,False,True,False,True,True,False,False,False
110,구식 철제 글라디우스,,,구식 철제 글라디우스,0,0,0,1,0,0,21474902217,0,30,15,2000,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,26,0,1,38,0,0,1,1,1,3,0,0,0,0,0,0,1,0,12,13,0,0,0,0,3,0,0,False,False,True,0,1,1737,13,3,21800,30410,26,2990,0,0,0,0,1,1,2,0,1,5,0,2,9,False,True,False,True,True,False,False,False
111,구식 철제 단검,,,구식 철제 단검,0,0,0,1,0,0,8592556233,0,31,16,1920,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,29,0,1,38,0,0,1,1,1,3,0,0,0,0,0,0,1,0,12,13,0,0,0,0,3,0,0,False,False,True,0,1,2429,17,3,21800,30412,29,2990,0,0,0,0,1,1,2,0,1,5,0,2,9,False,True,False,True,True,False,False,False
112,구식 철제 스파타,,,구식 철제 스파타,0,0,0,1,0,0,12887457993,0,33,17,2000,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,31,0,1,38,0,0,1,1,1,3,0,0,0,0,0,0,1,0,12,13,0,0,0,0,3,0,0,False,False,True,0,1,2973,20,4,21800,30402,31,2990,0,0,0,0,1,1,2,0,1,5,0,2,9,False,True,False,True,True,False,False,False
113,구식 광란의 단검,,,구식 광란의 단검,0,0,0,1,0,0,21477458121,0,35,18,1920,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,34,0,1,38,0,0,1,1,1,3,0,0,0,0,0,0,1,0,12,13,0,0,0,0,3,0,0,False,False,True,0,1,3976,23,4,21800,30414,34,2990,0,0,0,0,1,1,2,0,1,5,0,2,14,False,True,False,True,True,False,False,False
114,구식 독의 단검,,,구식 독의 단검,0,0,0,1,0,0,21477458121,0,35,18,1920,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,34,0,1,38,0,0,1,1,1,3,0,0,0,0,0,0,1,0,12,13,0,0,0,0,3,0,0,False,False,True,0,1,3976,23,4,21800,30414,34,2990,0,0,0,0,1,1,2,0,1,5,0,2,14,False,True,False,True,True,False,False,False
115,구식 느릅나무 마쿠아후이틀,,,구식 느릅나무 마쿠아후이틀,0,0,0,1,0,0,38655033545,0,36,18,2000,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,35,0,1,38,0,0,1,1,1,3,0,0,0,0,0,0,1,0,12,13,0,0,0,0,3,0,0,False,False,True,0,1,3801,24,4,21800,30419,35,2990,0,0,0,0,1,1,2,0,1,5,0,2,8,False,True,False,True,True,False,False,False
116,구식 밀랍 스파타,,,구식 밀랍 스파타,0,0,0,1,0,0,21477392585,0,36,18,2000,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,36,0,1,38,0,0,1,1,1,3,0,0,0,0,0,0,1,0,12,13,0,0,0,0,3,0,0,False,False,True,0,1,4370,25,4,21800,30404,36,2990,0,0,0,0,1,1,2,0,1,5,0,2,14,False,True,False,True,True,False,False,False
117,구식 언월도,,,구식 언월도,0,0,0,1,0,0,4295229641,0,38,19,2080,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,38,0,1,38,0,0,1,1,1,3,0,0,0,0,0,0,1,0,12,13,0,0,0,0,3,0,0,False,False,True,0,1,4753,27,4,21800,30415,38,2990,0,0,0,0,1,1,2,0,1,5,0,2,9,False,True,False,True,True,False,False,False
118,구식 쇼트소드,,,구식 쇼트소드,0,0,0,1,0,0,4297785545,0,41,21,2000,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,42,0,1,38,0,0,1,1,1,3,0,0,0,0,0,0,1,0,12,13,0,0,0,0,3,0,0,False,False,True,0,1,6215,32,5,21800,30405,42,2990,0,0,0,0,1,1,2,0,1,5,0,2,9,False,True,False,True,True,False,False,False
119,구식 호두나무 마쿠아후이틀,,,구식 호두나무 마쿠아후이틀,0,0,0,1,0,0,21475164361,0,45,22,2000,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,45,0,1,38,0,0,1,1,1,3,0,0,0,0,0,0,1,0,12,13,0,0,0,0,3,0,0,False,False,True,0,1,5808,36,5,21800,30418,45,2990,0,0,0,0,1,1,2,0,1,5,0,2,8,False,True,False,True,True,False,False,False
120,구식 롱소드,,,구식 롱소드,0,0,0,1,0,0,8591507657,0,46,23,2080,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,46,0,1,38,0,0,1,1,1,3,0,0,0,0,0,0,1,0,12,13,0,0,0,0,3,0,0,False,False,True,0,1,7263,37,5,21800,30420,46,2990,0,0,0,0,1,1,2,0,1,5,0,2,9,False,True,False,True,True,False,False,False
121,구식 톱니 언월도,,,구식 톱니 언월도,0,0,0,1,0,0,4297851081,0,49,24,2080,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,48,0,1,38,0,0,1,1,1,3,0,0,0,0,0,0,1,0,12,13,0,0,0,0,3,0,0,False,False,True,0,1,7080,40,5,21800,30416,48,2990,0,0,0,0,1,1,2,0,1,5,0,2,9,False,True,False,True,True,False,False,False
122,구식 콘도르 마쿠아후이틀,,,구식 콘도르 마쿠아후이틀,0,0,0,1,0,0,25770131657,0,49,24,2000,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,48,0,1,38,0,0,1,1,1,3,0,0,0,0,0,0,1,0,12,13,0,0,0,0,3,0,0,False,False,True,0,1,6490,40,5,21800,30424,48,2990,0,0,0,0,1,1,2,0,1,5,0,2,8,False,True,False,True,True,False,False,False
