key,0,1,2
371,"우주 얼굴에 올라탑니다.
미소 지으며 당신의 일상을 지키는, 레포릿이 만든 방어 기구.","낙원 도시 스마일턴의 방어 기구. '주민에게는 미소를, 침입자에게는 분노를'이라는 취지로 설계되었으나 종말 현상이 수습되어 시설의 건설 계획이 철회된 뒤, 생활 지원용으로 개조되었다.","스마~일!"
372,"악마의 석판에 올라탑니다.
피로 새긴 문양으로 움직이는 마법 석판. 해치지 않아요.","피로 새긴 문양으로 움직이는 마법 석판. 원래는 침입자를 물리치는 수호자지만, 중심부를 잘라냈더니 해롭지 않은 존재가 됐다. 시험 삼아 머리에 썼는데 공중에 뜨는 걸 보니 이동할 때 써도 될 듯하다.","…………"
373,"페탈로두스에 올라탑니다.
어쩐지 친근한, 두 발 달린 상어.","두 발 달린 상어. 해양도시 '니므'에 전해지는, 손발이 달린 상어에 대한 신화와 어떤 관계가 있는지는 알 수 없다. 원래 사나운 생물이지만, 어디서 만난 적이라도 있는 듯한 우정을 보여준다. 와, 끝내준다. 정말 무의미하잖아! ","와!"
374,"스노우 스트리머에 올라탑니다.
보라색 모자와 목도리로 장식한 눈사람. 영구빙정의 힘으로 녹지 않는다.","보라색 모자와 목도리로 장식한 눈사람. 안에 들어가면 마치 눈사람이 된 것처럼 움직일 수 있다. 자신의 모험을 널리 공유하고 싶은 사람에게도, 여행하는 동료를 지켜보며 응원하고 싶은 사람에게도 딱 맞는 물건.","구독!"
375,"","",""
376,"","",""
377,"","",""
378,"","",""
379,"순례길 보호자에 올라탑니다.
옛 푀부트령에 서식했던 털이 하얀 짐승. 순례길에 오른다.","노르브란트 북부, 옛 푀부트령에 서식했던 털이 하얀 짐승. 어릴 때부터 키우면 사람을 잘 따라서, 호위용으로 순례에 데려가는 광요교 신자도 있었을 정도다. 이 개체는 그 자손인지, 말을 아주 잘 듣는다.","크워엉!"
380,"","",""
381,"나무전령에 올라탑니다.
고크골마 농원에서 활약하는 이동성 식물. 해충 예방은 맡겨두시라.","고크골마 농원에서 공영 생물로 사육된 나무전령. 에테르를 방출해 해충을 막는 등 여러 방면에서 활약했다. 원래 양분으로 삼기 위해 동물을 사냥하는 등 공격성이 높은 종이지만, 도프로족의 기술로 길들였다.","뀨잉, 뀨이잉"
382,"에어스피너 C9에 올라탑니다.
신생 알렉산드리아 연왕국에서 만든 최신형 비행 기계.","신생 알렉산드리아 연왕국에서 만든 최신형 비행 기계. 지상 주행 시 바퀴로 운용할 수 있는 일렉트로프제 회전기가 여섯 개 장착되어 있어 주행성과 비행 성능의 균형이 잘 잡혀 있다. 솔루션 나인의 젊은이들이 선망하는 물건인 듯하다.","쿠우우우우웅…"
383,"고대 마도선에 올라탑니다.
마법의 힘으로 비행하는 고대 마도선. 4명까지 탑승 가능.","초승달 섬에서 발견된 비행용 마도선. 청린가스를 쓰는 현대의 비공정과는 달리 바람속성 에테르를 조작하는 비행 마법으로 하늘을 난다. 탑승자의 마력을 원동력으로 삼기 때문에 여러 명이 함께 타야 내렸을 때 덜 피곤하다.","웅웅, 웅웅…"
384,"","",""
385,"고성능 파워 로더에 올라탑니다.
우주 개척 계획 공로자에게 주어지는 특별한 작업용 중장비.","우주 개척 계획 공로자에게 주어지는 특별한 작업용 중장비. 골조와 주동력을 재검토한 결과, 일반형보다 출력이 향상되었으나 그만큼 조작법도 복잡해쳤다. 그래도 숙련된 조종사에게는 평가가 매우 좋다고 한다.","위이잉, 위이잉"
386,"휠 로더에 올라탑니다.
우주 개척 계획을 위해 만들어진 작업용 중장비.","우주 개척 계획을 위해 만들어진 작업용 중장비. 그 어떤 황무지도 돌파하는 6륜 구동 차량에는 삽날이 달려 있어, 압도적인 힘으로 길을 가로막는 장애물을 제거할 수 있다. 레포릿에게도 인기가 많은 작업용 차량이다.","우웅우웅…"
387,"","",""
388,"멋진 머리에 올라탑니다.
어느 테마파크의 마스코트 캐릭터 같은 존재.","어느 테마파크의 마스코트 같은 존재. 촌스러운 머리를 용납할 수 없다는 듯이, 세상 끝까지 쫓아와 그 머리를 죄 뽑아버리려고 한다. 그럴 땐 차라리 멋진 머리에 올라타 보길. 그러면 멋진 머리 친구가 될 수 있을 것이다.","멋진 머리!"
389,"기사의 날개에 올라탑니다.
구 알렉산드리아 성에서 발견된 마법 날개.","수호 기구 '젤레니아'와 결전을 치른 땅에서 발견된 마법 날개. 날개를 감싸는 장갑은 어느 병기가 장착했던 갑주를 연상시키나, 내력은 수수께끼에 싸여 있다. 어찌 되었든 이 날개를 받은 자는 '수호자'의 신념을 몸에 두르고 있을 것이다.","…………"
390,"마도 슬래셔에 올라탑니다.
백충강 마물을 본뜬, 제국제 무인 마도 병기. 칼날을 제거하여 안전하다.","백충강 마물을 본뜬, 제국제 무인 마도 병기. 팔 부분에는 날카로운 칼날이 장착되어 있으며, 제국군을 상대한 많은 병사에게 악몽을 보여주었다고 한다. 에오르제아 동맹군이 탈취한 후에는 무장을 해제하고 운송 기기로 운용한 듯하다.","쉬익~!"
391,"","",""
392,"","",""
393,"바위 병사 부가에 올라탑니다.
요카후이족에 전해지는 토목용 골렘.","요카후이족에 전해지는 바위 병사, 즉 골렘. 요카후이족은 과거에 바위 병사를 병기로 이용했지만, 툴라이욜라 건국 후에는 분쟁에 대한 거부감 때문인지 새로 제작하는 것을 꺼리게 됐다고 한다. 참고로 '부가'란 '돌로 된 몸을 가진 자'라는 뜻이다.","고고고…"
394,"총각바퀴에 올라탑니다.
동방 지역에서 만들어진 일종의 마법 인형.","동방 지역에서 만들어진 일종의 마법 인형. 수레바퀴에 얼굴이 붙어 있는 기묘한 모습인데, 이는 현지 전설에 등장하는 '쳐다보면 혼을 빼앗긴다는 요괴'를 재현한 것이다. 원래 방어 기구로 사용한 듯하나, 인내심이 있다면 탑승용으로도 이용할 수 있다.","휘릭~!"
395,"면죄된 의태에 올라탑니다.
노르브란트 순례길에 숨어 있던 존재. 죄식자에 의태했다.","노르브란트 순례길에 숨어 있던 존재. 언뜻 보면 죄식자 같지만, 사실은 이동성 식물이다. 빛으로 가득한 세계에서 살아남기 위해 죄식자에 의태하는 기술을 배운 끝에 이런 모습이 됐다고 한다.","……!"
396,"걸어다니는 호박에 올라탑니다.
대륙기예단 단쟝의 모습을 본뜬 마법인형.","'대륙기예단' 단쟝의 모습을 본뜬 마법인형. 마법 술식이 담겨 있어 수호천절 과자나 호박의 환영을 보여줄 수 있다. 또한 머리를 두드리면 맑은 소리가 난다.","장난!"
397,"복슬고양이에 올라탑니다.
투랄 대륙이 원산지인 거대 고양이. 파란색 리본이 마음에 드는 듯하다.","투랄 대륙이 원산지인 거대 고양이로, 매우 영리하고 온순하여 '온화한 거인'이라고도 불린다. 유대가 깊어지면 등에 태워주기까지 한다. 그러나 장모종의 운명으로 계절에 따라서는 어마어마한 털갈이가 당신을 맞아줄 것이다.","우냐~"
398,"세크레트에 올라탑니다.
헌터의 이동을 도와주는 탑승용 동물.","우수한 기동력을 살려 헌터의 이동을 도와주는 탑승용 동물. 냄새를 쫓아 대상을 찾아낼 수 있을 만큼 후각이 뛰어나, 고향에서는 사냥에 꼭 필요한 존재였다고 한다.","뀨르르♪"
399,"야옹수레에 올라탑니다.
힘이 다한 헌터를 옮기기 위한 수레. 여기에 탄다고 보상이 줄어들지는 않는다.","힘이 다한 헌터를 옮기기 위한 수레. 아무리 위험한 곳이라도, 구조 요청이 오는 한 아이루들은 수레와 함께 출동한다. 헌터 중에는 여기에 타는 것을 불명예스럽게 여기는 자도 있다고 하는데, 그건 그거고 이건 이거다.","냐냐냥!"
400,"양 정령에 올라탑니다.
이계에서 태어난 양 정령. 이래 봬도 힘이 아주 세다.","제9세계에서 태어난 양 정령. 현지 전승에 따르면, 우호적인 정령으로 다이아몬드를 대가로 가호를 내려준다고 한다. 실제로 이 개체는 온화하며, 자랑할 만한 힘을 발휘해 어디든 데려다준다.","다이아몬드 주세요"
401,"우주 달멜에 올라탑니다.
외계 환경 적응 실험에 참가했던 달멜. ","외계 환경 적응 실험에 참가했던 달멜. 어떤 학설에 따르면 달멜은 환경 적응력이 매우 뛰어나, 건조 지대에서 하늘섬에 이르기까지 다양한 땅에 뿌리를 내렸다고 한다. 그렇다면 우주에서도 잘 적응할 수 있을 것이다.","슈웃, 푸슈웃!"
402,"우주 보드에 올라탑니다.
최신 기술로 만든 비행식 보드.","최신 기술로 만든 비행식 보드. 원래는 이동 설비 '우주 라이너'용으로 개발된 물건이지만, 에테르 라인이 없는 곳에서도 이용할 수 있도록 개조했다. 내장된 크리스탈 덕분에 독립 운행이 가능하다.","휘이이이잉…"
403,"최초의 빛 샹들리에에 올라탑니다.
광요 교회 양식의 부유 등. 요정들이 추가로 주문을 걸었다.","광요 교회에 설치되어 있었던 샹들리에. 낙하 사고를 예방하기 위한 부유 마법이 걸려 있어서 공중에 뜬다. 그렇다고 이걸 타고 날아다니는 사람이 있을 줄은 당시의 광요교 관계자도 전혀 예상하지 못했을 것이다.","번쩍~!"
404,"","",""
405,"","",""
406,"","",""
407,"죽음의 날개에 올라탑니다.
메인 터미널에서 발견된 마법 날개.","야만신 '영원한 어둠'의 날개와 흡사한 마법 날개. 무채색 날개는 어딘지 모르게 죽음을 연상시키지만, 그 내력은 수수께끼에 싸여 있다. 어찌 되었든 이 날개를 받은 자는 '죽음에 대한 공포'조차 넘어서는 굳센 마음을 얻을 것이다.","…………"
408,"꽃인간에 올라탑니다.
꽃인간의 작은 그루. 새로운 세상을 향해 이동하는 중이다.","노르브란트 순례길에서 만난 '꽃인간'의 작은 그루. 어미그루의 복수를 위해서인지, 단순히 먼 곳에 씨앗을 남기기 위해서인지는 알 수 없지만, 순례길을 경쾌하게 나아가는 모험가를 따라가기로 결심한 듯하다.","사박사박……"
409,"","",""
410,"","",""
411,"다이너마이트에 올라탑니다.
어느 여자 상인의 축복을 받은 주술강 마물.","암석에 에테르가 깃들어 태어난 주술강 마물. 희귀한 보석이 함유되어 있을 가능성이 있어, 상인 '로웨나'가 구입해 쿠로 알리아포에게 맡겼다. 그 결과, 등에 태워줄 정도로 사람을 잘 따르게 되었다고 한다. ","데굴데굴"
412,"","",""
413,"로우라이더 T1에 올라탑니다.
왕년의 명차를 개조한, 더 타이런트가 애용하는 차.","린드블룸제 구형 비행 기계. 아르카디아의 주인이 선조에게 물려받은 왕년의 명차를 더 타이런트의 연출에 사용하기 위해 개조했다. 비행 성능에서 고급스러운 내부까지 완벽하게 개조되어 있다.","부르르르르르릉!"
414,"월론에 올라탑니다.
나무를 사랑하는 거대 짐승. 주로 요카 투랄 삼림지대에서 볼 수 있다.","요카 투랄 동부 등 온난한 삼림지대에 주로 분포하는 거대 짐승. 박물학적으로는 트롤이나 예티의 근연종이며, 지능도 제법 높다. 기묘한 춤과 마력 방출로 식물을 급속하게 성장시킨 사례도 있어, 앞으로의 연구가 기대된다.","월로로론!"
415,"국지용 파워 로더에 올라탑니다.
행성 오이지스용으로 조정된 파워 로더.","우주 개척 계획을 위해 만들어진 작업용 중장비. 행성 오이지스의 특수한 환경을 위해 개발된 모델로, 정식 명칭은 따로 있지만 몸집이 거대해 많은 작업원이 '뚠뚠이'라는 애칭으로 부르는 듯하다.","철커덩, 철커덩…"
416,"우주 무장 병기에 올라탑니다.
행성 오이지스용으로 조정된 다각형 마도 병기.","갈레말 제국의 마도 병기 '무장 병기'를 행성 탐색용으로 조정한 기체. 낮은 무게 중심과 많은 다리에서 오는 안정성으로, 중력 이상이 자주 발생하는 행성 오이지스의 환경에서도 일정한 성능을 발휘할 수 있다.","쿠우우우웅…"
417,"","",""
418,"","",""
419,"","",""
420,"","",""
421,"","",""
422,"안개의 날개에 올라탑니다.
철마차 선로에서 발견된 마법 날개.","철마차 선로에서 발견된 마법 날개. 장갑과 자욱한 안개가 왠지 글라시아 라볼라스를 연상시키나, 내력은 수수께끼에 싸여 있다. 어찌 되었든 이 날개를 받은 자는 번개가 쏟아지는 황야를 달리는 '철의 의지'를 몸에 두르고 있을 것이다.","…………"
423,"","",""
424,"","",""
425,"양산형 파워 로더에 올라탑니다.
우주 개척 계획을 위해 개발된 양산형 작업용 중장비.","우주 개척 계획을 위해 만들어진 양산형 작업용 중장비. 제작 비용을 줄이기 위해 이래저래 모색했지만, 성능적으로는 원형이 된 기체와 큰 차이가 없는 수준으로 제작됐다. 주로 일반 작업원들의 탑승 기체로 활약하고 있다.","철컹, 철컹…"
426,"적색 휠 로더에 올라탑니다.
우주 개척 계획을 위해 만들어진 적색 작업용 중장비.","우주 개척 계획을 위해 만들어진 작업용 중장비 '휠 로더'를 적색으로 칠한 기체. 6륜 구동과 정면에 달린 삽날은 건재하나, 특별히 성능이 향상된 것은 아니다. 하지만 적색 기체는 레포릿에게 인기가 아주 많다.","적색!!"
427,"","",""
428,"투랄 눈사람에 올라탑니다.
투랄 대륙 산악 지대에 전해지는 '눈의 정령'의 모습을 본뜬 눈사람.","투랄 대륙 산악 지대에 전해지는 눈의 정령 '료코 테테'의 모습을 본뜬 눈사람. 마법이 걸려 있어서 사람을 옮길 수 있다. 참고로 모델이 된 정령은 엄청난 장난꾸러기라, 종종 눈사람으로 변해 마을에 들어오기도 하는 모양이다.","꽁꽁!"
429,"","",""
430,"","",""
431,"","",""
432,"","",""
433,"","",""
434,"","",""
435,"","",""
436,"","",""
437,"","",""
438,"","",""
439,"","",""
440,"","",""
441,"","",""
442,"","",""
443,"","",""
444,"","",""
445,"","",""
446,"","",""
447,"","",""
448,"","",""
449,"","",""
450,"","",""
