#,Description,Alias,ShortAlias,Command,ShortCommand,Unknown0,Param,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5
144,"/장비함
장비함 메뉴를 엽니다.",/장비함,,/armourychest,/armoury,0,32,1,0,0,0,0
145,"/토벌수첩(/토벌)
토벌수첩 메뉴를 엽니다.",/토벌수첩,/토벌,/huntinglog,/hlog,0,32,1,0,0,0,0
146,"/제작수첩(/제작)
제작수첩 메뉴를 엽니다.",/제작수첩,/제작,/craftinglog,/clog,0,0,1,0,0,0,0
147,"/채집수첩(/채집)
채집수첩 메뉴를 엽니다.",/채집수첩,/채집,/gatheringlog,/glog,0,0,1,0,0,0,0
148,"/낚시수첩(/낚시)
낚시수첩 메뉴를 엽니다.",/낚시수첩,/낚시,/fishinglog,/flog,0,32,1,0,0,0,0
149,"/업적
업적 목록을 엽니다.",/업적,,/achievements,,0,32,1,0,0,0,0
150,"/파티명령 보조명령어
파티에 관한 명령을 실행합니다.
※ 서버 초월 파티 중에는 메뉴 표시와 보조명령어 '추가'만 가능합니다.
>>보조명령어
추가(add) ""대명사""
 …지정한 플레이어를 파티에 초대합니다.
수락(accept)
 …파티 초대를 수락합니다.
거절(deny)
 …파티 초대를 거절합니다.
파티장(leader) ""대명사""
 …지정한 플레이어에게 파티장 권한을 위임합니다.
탈퇴(leave)
 …소속된 파티에서 탈퇴합니다.
추방(kick) ""대명사""
 …지정한 플레이어를 파티에서 추방합니다.
해체(breakup)
 …파티를 해체합니다.
※ 보조명령어 생략
 …플레이어 간 교류 메뉴 중 파티원 탭을 엽니다.",/파티명령,,/partycmd,/pcmd,0,32,3,1,2,0,0
151,"/친구목록(/친구) 보조명령어
친구 목록에 관한 명령을 실행합니다.
>>보조명령어
추가(add) ""대명사""
 …지정한 플레이어에게 친구 신청을 보냅니다.
수락(accept) ""대명사""
 …지정한 플레이어의 친구 신청을 수락합니다.
거절(deny) ""대명사""
 …지정한 플레이어의 친구 신청을 거절합니다.
삭제(remove) ""대명사""
 …지정한 플레이어를 친구 목록에서 삭제합니다.
※ 보조명령어 생략
 …친구 목록을 엽니다.",/친구목록,/친구,/friendlist,/flist,0,128,3,1,2,0,0
152,"/차단목록(/차단) 보조명령어
차단 목록에 관한 명령을 실행합니다.
>>보조명령어
추가(add) ""대명사""
 …지정한 플레이어의 계정을 차단 목록에 추가합니다.
삭제(remove) ""대명사""
 …지정한 플레이어의 계정을 차단 목록에서 삭제합니다.
※ 보조명령어 생략
 …차단 목록을 엽니다.",/차단목록,/차단,/blacklist,/blist,0,0,3,1,2,0,0
153,"/플레이어검색(/검색) 조건
지정한 조건으로 플레이어를 검색합니다.
>>조건(※ 순서에 상관없이 복수 지정 가능. 지명 등 단어에 띄어쓰기가 포함된 경우에는 큰따옴표로 묶으십시오.)
[플레이어 이름 지정]
이름(name) 플레이어 이름
 …지정한 플레이어의 '이름'으로 검색합니다.
[접속 상태 지정]
 …파티장(leader) / 자리비움(away) / 다른용무중(busy) / 임무중(contents) / 이벤트중(event) / 파티희망(lookingforparty) / 마테리아(lookingformeld) / 파티원모집(recruitingparty) / 초보자(beginner) / 멘토(mentor) / pve멘토(pvementor) / pvp멘토(pvpmentor) / 제작채집멘토(tradementor) / 역할극(roleplay) / 복귀자(returner)
[직업 지정]
 …나이트(PLD) / 검술사(GLA) / 전사(WAR) / 도끼술사(MRD) / 암흑기사(DRK) / 건브레이커(GNB) / 백마도사(WHM) / 환술사(CNJ) / 학자(SCH) / 점성술사(AST) / 현자(SGE) / 몽크(MNK) / 격투사(PGL) / 용기사(DRG) / 창술사(LNC) / 닌자(NIN) / 쌍검사(ROG) / 사무라이(SAM) / 리퍼(RPR) / 바이퍼(VPR) / 음유시인(BRD) / 궁술사(ARC) / 기공사(MCH) / 무도가(DNC) / 흑마도사(BLM) / 주술사(THM) / 소환사(SMN) / 비술사(ACN) / 적마도사(RDM) / 픽토맨서(PCT) / 청마도사(BLU) / 목수(CRP) / 대장장이(BSM) / 갑주제작사(ARM) / 보석공예가(GSM) / 가죽공예가(LTW) / 재봉사(WVR) / 연금술사(ALC) / 요리사(CUL) / 광부(MIN) / 원예가(BTN) / 어부(FSH)
※ 생략한 경우에는 모든 직업 대상으로 검색합니다.
[레벨 지정]
 …숫자를 지정하면 해당 레벨만을 검색합니다.
 숫자-숫자 두 개의 숫자를 -로 연결하여 지정하면 해당 범위 내 레벨에서 검색합니다.
※ 생략한 경우에는 전체 레벨대로 검색합니다.
[소속 총사령부 지정]
 …흑와단 / 쌍사당 / 불멸대
[장소 지정]
 …전서버 / 림사 로민사 / 그리다니아 / 울다하 / 골드 소서 / 늑대우리 / 이슈가르드 / 이딜샤이어 / 쿠가네 / 랄거의 손길 / 크리스타리움 / 율모어 / 올드 샬레이안 / 라자한 / 툴라이욜라 / 솔루션 나인 / 라노시아 / 검은장막 숲 / 다날란 / 커르다스 / 모르도나 / 아발라시아 / 드라바니아 / 기라바니아 / 오사드 / 노르브란트 / 사베네어 섬 / 갈레말드 / 라비린토스 / 요카 투랄 / 사카 투랄 / 기타 지역
※ 생략한 경우에는 서버 전체에서 검색합니다.
※ 모든 조건 생략
 …초기 조건으로 플레이어 검색을 실행합니다.

용례
/플레이어검색 검술사 20-30 라노시아
 …현재 라노시아에 있는 검술사 레벨 20~30인 플레이어를 검색합니다.",/플레이어검색,/검색,/search,/sea,0,0,20,0,0,0,0
154,"/지도
지도를 엽니다.",/지도,,/map,,0,104,1,0,0,0,0
155,"/텔레포
텔레포 메뉴를 엽니다.",/텔레포,,/teleport,,0,0,1,0,0,0,0
156,"/표식지정(/표식) 유형 ""대명사""
지정한 캐릭터나 사물에 대상 표식을 설정합니다. 대명사를 생략한 경우에는 현재 선택 중인 대상에게 대상 표식을 설정합니다.
>>유형
공격1~8(attack1~8)
 …공격 1~8을 설정. ""공격(attack)""만 입력한 경우에는 아직 사용되지 않은 가장 작은 번호의 공격 표식을 설정합니다.
속박1~3(bind1~3)
 …속박 1~3을 설정. ""속박(bind)""만 입력한 경우에는 아직 사용되지 않은 가장 작은 번호의 속박 표식을 설정합니다.
금지1~2(stop1~2)
 …금지 1~2를 설정. ""금지(stop)""만 입력한 경우에는 아직 사용되지 않은 가장 작은 번호의 금지 표식을 설정합니다.
네모(square)
 …네모 표식을 설정합니다.
동그라미(circle)
 …동그라미 표식을 설정합니다.
십자(cross)
 …십자 표식을 설정합니다.
세모(triangle)
 …세모 표식을 설정합니다.
끄기(off) 
 …대상 표식을 해제합니다.
※ 보조명령어 생략
 …대상 표식 메뉴를 엽니다.

용례
/표식 공격3 <t>
 …선택한 대상에게 '공격3' 대상 표식을 설정합니다.",/표식지정,/표식,/marking,/mk,0,32,3,1,2,0,0
157,"/기술목록(/기술)
기술 목록을 엽니다.",/기술목록,/기술,/actionlist,/alist,0,32,1,0,0,0,0
158,"/임무대기
임무 대기 시간 창을 엽니다.",/임무대기,,/timers,,0,32,1,0,0,0,0
159,"/추천임무
추천 임무 창을 엽니다.",/추천임무,,/recommended,,0,32,1,0,0,0,0
160,"/소지품(/가방)
소지품 창을 엽니다.",/소지품,/가방,/inventory,/bag,0,32,2,1,0,0,0
161,"/자유부대명령(/부대명령)
자유부대 메뉴를 엽니다.",/자유부대명령,/부대명령,/freecompanycmd,/fccmd,0,0,3,1,2,0,0
162,"/링크셸명령(/링명령)
링크셸 메뉴를 엽니다.",/링크셸명령,/링명령,/linkshellcmd,/lcmd,0,128,4,2,0,2,0
163,"/데존(/귀환)
데존을 실행합니다.",/데존,/귀환,/return,,0,32,1,0,0,0,0
164,"/감정표현목록(/감정목록)
감정 표현 목록을 엽니다.",/감정표현목록,/감정목록,/emotelist,/elist,0,33,1,0,0,0,0
165,"/도움말
도움말 목록을 엽니다.",/도움말,,/activehelp,,0,32,1,0,0,0,0
166,,,,,,0,0,0,0,0,0,0
167,"/캐릭터설정
캐릭터 설정 메뉴를 엽니다.",/캐릭터설정,,/characterconfig,/cconfig,0,32,1,0,0,0,0
168,"/시스템설정
시스템 설정 메뉴를 엽니다.",/시스템설정,,/systemconfig,/sconfig,0,32,1,0,0,0,0
169,"/단축키(/키설정)
단축키 설정 메뉴를 엽니다.",/단축키,/키설정,/keybind,/keyconfig,0,32,1,0,0,0,0
170,"/매크로(/매)
매크로 관리 메뉴를 엽니다.",/매크로,/매,/macros,,0,32,1,0,0,0,0
171,"/배열 보조명령어
HUD 배열에 관한 조작을 실행합니다.
>>보조명령어
""배열 번호(1-4)""
 …지정한 번호의 HUD 배열로 전환합니다.
※ 보조명령어 생략
 …HUD 배열 메뉴를 엽니다.

용례
/배열 3
 …3번 HUD 배열로 전환합니다.",/배열,,/hudlayout,,0,32,2,0,0,0,0
172,"/접속종료
접속을 종료하고 타이틀 화면으로 돌아갑니다.",/접속종료,,/logout,,0,32,1,0,0,0,0
173,"/게임종료
게임을 완전히 종료합니다.",/게임종료,,/shutdown,,0,32,1,0,0,0,0
174,"/파티정렬 보조명령어
파티 목록을 지정한 순서대로 정렬합니다.
>>보조명령어
번호1 번호2
　…지정한 파티 번호(1-8)의 파티원을 서로 바꿉니다.
※ 보조명령어 생략
　…[캐릭터 설정]→[사용자 인터페이스 설정]→[파티 목록]→[파티 목록 정렬 설정]에 설정된 순서대로 정렬합니다.

용례
/파티정렬 2 3
　…파티 목록에서 2번째 파티원과 3번째 파티원을 서로 바꿉니다.",/파티정렬,,/partysort,/psort,0,36,3,0,0,0,0
175,"/준비확인
파티원이 모두 준비되었는지 확인합니다.",/준비확인,,/readycheck,/rcheck,0,32,1,0,0,0,0
176,"/준비됨(/ㅇㅋ)
파티장의 준비 확인에 대해, 자신이 준비되었음을 알립니다.",/준비됨,/ㅇㅋ,/ready,/rd,0,36,1,0,0,0,0
177,"/준비안됨(/ㄱㄷ)
파티장의 준비 확인에 대해, 아직 준비되지 않았다고 알립니다.",/준비안됨,/ㄱㄷ,/notready,/nr,0,36,1,0,0,0,0
178,"/지면표식(/지표) 보조명령어
지면 표식을 설치합니다.
>>보조명령어
표식 이름(A, B, C, D, 1, 2, 3, 4)
 …해당 지면 표식을 설치하거나 해제합니다. 대명사를 지정해서 사용할 경우 대상의 위치에 겹치도록 설치합니다.
표식 이름(A, B, C, D, 1, 2, 3, 4) ""대명사""
 …대상 캐릭터가 있는 위치에 지정한 지면 표식을 설치합니다.
표식 이름(A, B, C, D, 1, 2, 3, 4) 지면조준끄기(gtoff)
 …지정한 지면 표식을 수동으로 설치합니다.
해제(clear)
 …지면 표식을 모두 해제합니다.
저장(save) 칸 번호(1-30)
 …설치되어 있는 지면 표식을 선택한 칸에 저장합니다.
사전설정(preset) 칸 번호(1-30)
 …선택한 칸의 지면 표식 정보를 복원합니다.
※ 표식 이름 생략
 …현재 사용되지 않은 지면 표식을 A부터 순서대로 사용합니다. 모든 표식이 설치되어 있는 경우에는 사용할 수 없습니다. 대명사가 지정된 경우에는 표식 이름을 생략할 수 없습니다.

  용례
/지면표식 A
 …지면 조준 모드로 전환하여 A 표식을 설치합니다.
/지면표식 A <t>
 …대상의 위치에 A 표식을 설치합니다./지면표식 A 지면조준해제
 …A 표식을 수동으로 설치합니다.",/지면표식,/지표,/waymark,/wmark,0,32,3,2,2,2,0
179,"/어류도감
어류도감을 엽니다.",/어류도감,,/fishguide,/fg,0,32,1,0,0,0,0
180,"/하우징(/집)
하우징 메뉴를 엽니다.",/하우징,/집,/housing,/hou,0,32,1,0,0,0,0
181,"/꼬마친구목록(/꼬마)
꼬마 친구들 목록을 엽니다. 꼬마 친구 공방전 경기 중에는 꼬마 친구 공방전 목록을 엽니다.",/꼬마친구목록,/꼬마,/minionguide,,0,48,1,0,0,0,0
182,"/탈것목록
탈것 목록을 엽니다.",/탈것목록,,/mountguide,,0,32,1,0,0,0,0
183,"/파티찾기(/파찾)
파티 찾기 메뉴를 엽니다.",/파티찾기,/파찾,/partyfinder,/pfinder,0,0,1,0,0,0,0
184,"/피브이피(/pvp)
PvP 프로필을 엽니다.",/피브이피,/pvp,/pvpprofile,/pvppro,0,0,1,0,0,0,0
185,"/버디
버디 메뉴를 엽니다.",/버디,,/companion,/comp,0,32,1,0,0,0,0
186,"/임무용아이템(/임무템)
임무용 아이템 창을 엽니다.",/임무용아이템,/임무템,/keyitem,/kitem,0,32,1,0,0,0,0
187,"/공략수첩(/공략)
공략수첩을 엽니다.",/공략수첩,/공략,/challengelog,,0,32,1,0,0,0,0
188,"/탐험수첩(/탐험)
탐험수첩 메뉴를 엽니다.",/탐험수첩,/탐험,/sightseeinglog,,0,32,1,0,0,0,0
189,"/골드소서
골드 소서 메뉴를 엽니다.",/골드소서,,/goldsaucer,/saucer,0,32,1,0,0,0,0
190,"/화폐목록(/화폐)
화폐 목록 메뉴를 엽니다.",/화폐목록,/화폐,/currency,,0,32,1,0,0,0,0
191,"/풍맥의샘(/풍맥)
풍맥의 샘 교감 정보 메뉴를 엽니다.",/풍맥의샘,/풍맥,/aethercurrent,/acurrent,0,32,1,0,0,0,0
192,"/로그색상
로그 색상 설정 메뉴를 엽니다.",/로그색상,,/logcolor,/lcolor,0,32,1,0,0,0,0
193,"/공식가이드(/가이드)
공식 가이드 메뉴를 엽니다.",/공식가이드,/가이드,/playguide,/pguide,0,32,1,0,0,0,0
194,"/임무범용(/범용)
임무 범용 명령을 실행합니다.

용례
돌발 임무 중
 …레벨 조율 여부를 전환합니다.",/임무범용,/범용,/generaldutykey,/gdutykey,0,40,1,0,0,0,0
195,"/레이드찾기(/레이드)
레이드 찾기를 엽니다.",/레이드찾기,/레이드,/raidfinder,/rfinder,0,0,1,0,0,0,0
196,"/오케스트리온
오케스트리온 악보집을 엽니다.",/오케스트리온,,/orchestrion,,0,32,1,0,0,0,0
197,"/초읽기(/시작) 보조명령어
전투 시작 초읽기를 실행합니다.
>>보조명령어
""시간(5-30)""
 …지정된 시간대로 전투 시작 초읽기를 실행합니다. 대화창에 명령어를 직접 입력하는 경우, 시간 설정이 보존되지 않으며 알림 메시지가 로그에 기록되지 않습니다.
※ 보조명령어 생략
 …전투 시작 초읽기 메뉴를 엽니다.

용례
/초읽기 10
 …10초부터 전투 시작 초읽기를 실행합니다.",/초읽기,/시작,/countdown,/cd,0,32,2,1,0,0,0
198,"/최근파티
최근 파티 메뉴를 엽니다.",/최근파티,,/contactlist,,0,32,1,0,0,0,0
199,"/탈것속도
탈것 속도 메뉴를 엽니다.",/탈것속도,,/mountspeed,,0,32,1,0,0,0,0
200,,,,,,0,0,0,0,0,0,0
201,"/? 명령어
해당 명령어의 설명문을 표시합니다.",,,/?,,0,189,2,1,1,0,0
202,"/대기 지정시간
매크로 전용으로, 지정한 시간 동안 기다린 후에 다음 줄의 명령을 실행합니다. 지정시간에는 정수만 사용 가능하며, 1은 약 1초에 해당합니다. 지정할 수 있는 최대 시간은 60이며 이를 초과하면 60으로 처리됩니다.",/대기,,/wait,,0,181,2,1,0,0,0
203,,,,,,0,0,0,0,0,0,0
204,"/열두각인 보조명령어
열두 기적 조사회의 각인 표시 여부를 설정합니다.
>>보조명령어
켜기(on) 
 …열두 신의 각인을 표시합니다.
끄기(off) 
 …열두 신의 각인을 표시하지 않습니다.
※ 보조명령어 생략
 …표시 상태를 전환합니다.",/열두각인,,/legacymark,/lmark,0,60,2,1,2,0,0
206,"/총사령부경례 보조명령어
소속 총사령부식 경례를 합니다.
>>보조명령어
동작(motion)
 …동작만 실행하고 감정 표현 문장은 표시되지 않습니다.
※ 보조명령어 생략
 …동작과 감정 표현 문장이 표시됩니다.",/총사령부경례,,/gcsalute,,0,293,2,1,2,0,0
207,"/아이콘 ""아이콘 이름"" 범주
매크로 전용 명령어로, 지정한 아이콘이 단축바에 표시되게 합니다. 같은 매크로에 2회 이상 해당 명령어가 사용된 경우에는 처음 지정된 것만 유효합니다.
>>범주 지정
기술(action)
 …아이콘 이름에 기술 이름을 지정하면 해당 기술의 아이콘과 재사용 대기 시간, 소비 MP 정보가 표시됩니다.
청마법(blueaction)
 …아이콘 이름에 청마법 이름을 지정하면 해당 기술의 아이콘과 재사용 대기 시간, 소비 MP 정보가 표시됩니다.
대인기술(pvpaction)
 …아이콘 이름에 PvP 기술 이름을 지정하면 해당 기술의 아이콘과 재사용 대기 시간, 소비 MP 정보가 표시됩니다.
일반기술(general)
 …아이콘 이름에 일반 기술 이름을 지정하면 해당 기술의 아이콘과 재사용 대기 시간이 표시됩니다.
감정표현(emote)
 …아이콘 이름에 감정 표현 이름을 지정하면 해당 아이콘이 표시됩니다.
버디(buddy) 버디이름
 …아이콘 이름에 버디 기술 이름을 지정하면 해당 기술의 아이콘이 표시됩니다. 버디 이름은 생략 가능합니다.
소환수(pet)
 …아이콘 이름에 소환수 기술 이름을 지정하면 해당 기술의 아이콘이 표시됩니다.
꼬마친구(minion)
 …아이콘 이름에 꼬마 친구 이름을 지정하면 해당 아이콘이 표시됩니다.
탈것(mount)
 …아이콘 이름에 탈것 이름을 지정하면 해당 아이콘이 표시됩니다.
아이템(item)
 …아이콘 이름에 자신이 소지한 아이템 이름을 지정하면 해당 아이콘과 보유 수가 표시됩니다.
표식(marking)
 …아이콘 이름에 표식 이름을 지정하면 해당 아이콘이 표시됩니다.
지면표식(waymark)
 …아이콘 이름에 지면 표식 이름을 지정하면 해당 아이콘이 표시됩니다.
장비세트(gearset)
 …아이콘 이름에 장비세트 번호를 지정하면 해당 아이콘이 표시됩니다.
전략적대화(quickchat)
 …아이콘 이름에 전략적 대화 이름을 지정하면 해당 아이콘이 표시됩니다.
직업(classjob)
 …아이콘 이름에 직업 이름을 지정하면 해당 아이콘이 표시됩니다.
※ 범주 생략
 …기술(action) 범주가 입력된 것으로 취급합니다.",/아이콘,,/macroicon,/micon,0,36,3,3,0,2,7
208,"/대기시간 ""기술 이름""
지정한 기술의 재사용 대기 시간을 로그에 표시합니다.

용례
/대기시간 ""에테르 순환""
 …'에테르 순환'의 남은 재사용 대기 시간을 표시합니다.",/대기시간,,/recast,,0,36,2,1,3,0,0
209,"/장비세트 보조명령어
장비세트에 관한 조작을 실행합니다.
>>보조명령어
변경(change) 장비세트이름/번호 투영세트번호(1-20)
 …지정한 장비세트에 설정된 장비로 변경합니다. 투영세트 번호를 설정하면 변경한 장비세트에 투영세트 내용을 투영합니다. 투영세트 번호는 생략할 수 있습니다.
보기(view) 장비세트이름/번호
 …지정한 장비세트에 설정된 장비의 목록을 표시합니다.
저장(save) 장비세트이름/번호
 …지정한 장비세트에 현재 착용한 장비를 저장합니다. 장비세트 이름/번호를 생략한 경우에는 아직 등록되지 않은 가장 작은 번호의 장비세트에 저장합니다. 이미 등록된 장비세트 번호를 지정한 경우에는 덮어씁니다.
삭제(remove) 장비세트이름/번호
 …지정한 장비세트의 정보를 삭제합니다. 실제 장비 자체는 삭제되지 않습니다.
※ 보조명령어 생략
 …장비세트 목록을 엽니다.
※ 장비세트 이름은 첫 글자부터 일부만 입력해도 작동합니다. 이름이 겹칠 경우, 장비세트 번호가 더 낮은 장비세트가 선택됩니다.
용례
/장비세트 변경 1 1
 …장비세트 1로 변경한 다음 투영세트 1을 투영합니다./장비세트 변경 전사 1
 …'전사'로 시작하는 이름 중 번호가 가장 낮은 장비세트로 변경한 다음, 투영세트 1을 투영합니다.",/장비세트,,/gearset,/gs,0,32,4,1,2,0,0
