#,Text[0],Text[1],Text[2],Image,Type,IconType,TextType
245,,,,0,0,0,0
246,,,,0,0,0,0
247,,,,0,0,0,0
248,,,,0,0,0,0
249,,,,0,0,0,0
250,"**레벨 조율** 시스템으로 인해 레벨이 조정되었습니다.

레벨 조율은 참가하려는 던전이나 돌발 임무의 권장 레벨에 비해 레벨이 너무 높은 경우 자동으로 균형을 맞추는 시스템입니다.",,,150981,1,0,0
251,"레벨이 조율되면 그 임무에 참가하는 동안 능력치, 장비 성능, 사용할 수 있는 기술 등이 조율된 레벨에 맞춰 제한됩니다.

이 제한은 임무를 완료하면 자동으로 풀립니다.",,,150982,1,0,0
252,"레벨 조율 중에는 획득 경험치 또한 조율된 레벨에 맞춰집니다.

레벨 조율 시스템은 레벨 차이를 신경 쓰지 않고 임무를 즐기기 위한 시스템입니다.

편한 마음으로 원하는 임무에 참가하세요.",,,150983,1,0,0
253,,,,0,0,0,0
254,,,,0,0,0,0
255,,,,0,0,0,0
256,,,,0,0,0,0
257,,,,0,0,0,0
258,,,,0,0,0,0
259,,,,0,0,0,0
260,"**소울 크리스탈**을 손에 넣었습니다!

소울 크리스탈은 클래스에서 좀 더 특화된 **잡**으로 직업을 변경할 수 있는 아이템입니다.

각 잡에 해당하는 무기와 소울 크리스탈을 장비하면,
해당 잡으로 **잡 체인지**를 할 수 있습니다.",,,150991,1,0,0
261,직업이 **잡**이 되면 클래스 기술 외에도 **잡 전용 기술**을 익히고 사용할 수 있습니다.,,,150992,1,0,0
262,"**잡**은 바탕이 되는 클래스가 있는 경우
해당 클래스와 레벨 및 경험치를 공유합니다.
바탕이 되는 클래스가 없는 경우
특정 레벨에서 시작하게 됩니다.",,,150993,1,0,0
263,,,,0,0,0,0
264,,,,0,0,0,0
265,,,,0,0,0,0
266,,,,0,0,0,0
267,,,,0,0,0,0
268,,,,0,0,0,0
269,,,,0,0,0,0
270,"**거래 불가** 아이템을 손에 넣었습니다.

거래 불가 아이템은 획득한 순간 자신의 전용 아이템이 되어, 다른 플레이어에게 주거나 장터에 출품할 수 없습니다.",,,151051,1,0,0
271,,,,0,0,0,0
272,,,,0,0,0,0
273,,,,0,0,0,0
274,,,,0,0,0,0
275,,,,0,0,0,0
276,,,,0,0,0,0
277,,,,0,0,0,0
278,,,,0,0,0,0
279,,,,0,0,0,0
280,"약품이나 요리 등 아이템에 따라 다양한 상태 효과를 얻을 수 있습니다.

쓰고 싶은 아이템의 세부 메뉴에서 '사용'을 선택하면 해당 아이템을 사용할 수 있습니다.",,,151061,1,0,0
281,"**재사용 대기 시간**이 있는 아이템을 사용하면 일정 시간 동안 같은 종류에 속하는 아이템을 사용할 수 없습니다.

자주 쓰는 아이템은 단축바에 등록하면 재사용 대기 시간을 알기 쉬워지므로 더욱 편하게 사용할 수 있습니다.
",,,151062,1,0,0
282,,,,0,0,0,0
283,"**재사용 대기 시간**이 있는 아이템을 사용하면 일정 시간 동안 같은 종류에 속하는 아이템을 사용할 수 없습니다.

자주 쓰는 아이템은 단축바에 등록하면 재사용 대기 시간을 알기 쉬워지므로 더욱 편하게 사용할 수 있습니다.
",,,151064,1,0,0
284,,,,0,0,0,0
285,,,,0,0,0,0
286,,,,0,0,0,0
287,,,,0,0,0,0
288,,,,0,0,0,0
289,,,,0,0,0,0
290,"**링크셸**을 사용할 수 있게 되었습니다!

같은 링크셸 구성원끼리는 게임 내 어느 지역에 있건 자유롭게 대화할 수 있습니다.

링크셸로 대화하려면 대화 모드를 LS-(번호)로 전환하세요.",,,151171,1,0,0
291,"하나의 링크셸에는 최대 128명까지 가입할 수 있습니다.
또한, 플레이어 한 명당 링크셸은 동시에 최대 8개까지 가입할 수 있습니다.

같은 목표를 가졌거나 플레이 시간대가 맞는 친구, 마음이 잘 맞는 플레이어끼리 링크셸을 결성하여 즐거운 대화나 모험담을 나눠보세요!",,,151172,1,0,0
292,,,,0,0,0,0
293,,,,0,0,0,0
294,,,,0,0,0,0
295,,,,0,0,0,0
296,,,,0,0,0,0
297,,,,0,0,0,0
298,,,,0,0,0,0
299,,,,0,0,0,0
300,"이제 **초코보 대여**를 이용할 수 있습니다.
초코보를 빌리면 일정 시간 동안 초코보를 타고 자유롭게 이동할 수 있습니다.
단, 다음과 같은 경우에는 초코보가 돌아가 버리므로 주의하시기 바랍니다.
  - **스스로 내린 경우/물 속에 들어간 경우**
  - **적에게 습격당한 경우**
  - **이용 시간 종료**
  - **임무에 참가한 경우**",,,150821,1,0,0
301,,,,0,0,0,0
302,,,,0,0,0,0
303,,,,0,0,0,0
304,,,,0,0,0,0
305,,,,0,0,0,0
306,,,,0,0,0,0
307,,,,0,0,0,0
308,,,,0,0,0,0
309,,,,0,0,0,0
310,"탑승 중에는 **상태 아이콘**이 표시됩니다.
아이콘에 표시된 숫자는 **남은 이용 시간**입니다.

보조 단축바에서 **내리기**를 선택하면 초코보에서 내릴 수 있지만, 초코보는 돌아가 버리므로 주의하시기 바랍니다.",,,150831,1,0,0
311,"탑승 중에는 **상태 아이콘**이 표시됩니다.
아이콘에 표시된 숫자는 **남은 이용 시간**입니다.

보조 단축바에서 **내리기**를 선택하면 초코보에서 내릴 수 있지만, 초코보는 돌아가 버리므로 주의하시기 바랍니다.",,,150831,1,0,0
312,,,,0,0,0,0
313,,,,0,0,0,0
314,,,,0,0,0,0
315,,,,0,0,0,0
316,,,,0,0,0,0
317,,,,0,0,0,0
318,,,,0,0,0,0
319,,,,0,0,0,0
320,"**수송**은 일정 구간을 자동으로 이동하는 교통수단입니다.

지정한 목적지까지 초코보 등의 탈것이 당신을 안전하게 데려다줍니다.

잠시 자리를 비우고 싶지만, 이동도 하고 싶을 때 이용해보세요.",,,150841,1,0,0
321,,,,0,0,0,0
322,,,,0,0,0,0
323,,,,0,0,0,0
324,,,,0,0,0,0
325,,,,0,0,0,0
326,,,,0,0,0,0
327,,,,0,0,0,0
328,,,,0,0,0,0
329,,,,0,0,0,0
330,"탑승 중에는 **상태 아이콘**이 표시됩니다.

보조 단축바에서 **내리기**를 선택하면 내릴 수 있지만, 탈것은 돌아가 버리므로 주의하시기 바랍니다.",,,150851,1,0,0
331,"탑승 중에는 **상태 아이콘**이 표시됩니다.

보조 단축바에서 **내리기**를 선택하면 내릴 수 있지만, 탈것은 돌아가 버리므로 주의하시기 바랍니다.",,,150851,1,0,0
332,,,,0,0,0,0
333,,,,0,0,0,0
334,,,,0,0,0,0
335,,,,0,0,0,0
336,,,,0,0,0,0
337,,,,0,0,0,0
338,,,,0,0,0,0
339,,,,0,0,0,0
340,"드디어 **내 초코보**를 가지게 되었습니다!

새로 얻은 **초코보 호루라기**는 기술 습득 아이템입니다.
이 아이템을 사용하면 초코보를 불러내는 기술을 익힐 수 있습니다.",,,150861,1,0,0
341,"초코보를 불러내는 기술이 **탈것 목록**에 추가되었습니다.

습득한 불러내기 기술은 다른 기술과 마찬가지로 단축바에 올려놓고 사용할 수 있습니다.

불러낸 초코보를 타고 에오르제아 대지를 마음껏 달려보세요!",,,150862,1,0,0
342,,,,0,0,0,0
343,"초코보 전용 장비를 손에 넣으면 내 초코보에게 입힐 수 있습니다.

주 메뉴에 있는 **버디**를 선택한 후, **외모** 탭에서 초코보의 장비를 교체할 수 있습니다.",,,150864,1,0,0
344,,,,0,0,0,0
345,,,,0,0,0,0
346,,,,0,0,0,0
347,,,,0,0,0,0
348,,,,0,0,0,0
349,,,,0,0,0,0
350,"**탑승할 때와 같은 기술**을 사용하면 초코보에서 내릴 수 있습니다.

초코보 탑승 상태 아이콘을 오른쪽 클릭하여 해제하는 방법으로도 초코보에서 내릴 수 있습니다.",,,150871,1,0,0
351,"**탑승할 때와 같은 기술**을 사용하면 초코보에서 내릴 수 있습니다.

초코보 탑승 상태 아이콘을 선택하여 해제하는 방법으로도 초코보에서 내릴 수 있습니다.",,,150871,1,0,0
352,,,,0,0,0,0
353,,,,0,0,0,0
354,,,,0,0,0,0
355,,,,0,0,0,0
356,,,,0,0,0,0
357,,,,0,0,0,0
358,,,,0,0,0,0
359,,,,0,0,0,0
360,"이제부터 내 초코보와 함께 싸울 수 있습니다!

함께 싸우고 경험치를 얻으면 초코보는 조금씩 성장합니다.

자신과 비슷한 정도로 강한 적과 싸우면 초코보는 더 효율적으로 성장할 것입니다.",,,151151,1,0,0
361,"초코보와 함께 싸우려면 초코보가 좋아하는 **기살의 야채**가 필요합니다.

**기살의 야채**는 상점에서 살 수 있으며, 초코보를 불러낼 수 있는 곳에서 사용하면 초코보가 나타나 함께 싸워줍니다.

든든한 동반자가 되어줄 초코보와 함께 더욱 즐거운 모험을 해보세요!",,,151152,1,0,0
362,,,,0,0,0,0
363,,,,0,0,0,0
364,,,,0,0,0,0
365,,,,0,0,0,0
366,,,,0,0,0,0
367,,,,0,0,0,0
368,,,,0,0,0,0
369,,,,0,0,0,0
370,"초코보가 지금부터 30분 동안 함께 싸워줍니다.

불러낸 초코보는 충직하게 당신 뒤를 따라다닙니다.

기술 목록의 **명령** 항목에 초코보에게 지시를 내리는 기술이 있습니다.",,,151161,1,0,0
371,"초코보를 전투에 참가시키고 싶을 때, **자유 전투**를 지시하면 초코보가 스스로 판단해 싸웁니다.

**귀환**을 사용하면 초코보는 휴식을 취하러 돌아갑니다.",,,151162,1,0,0
372,"다시 전투에 참가시키려면 **기살의 야채**가 필요합니다.

자, 이제 초코보에게 지시를 내려보세요!


",,,151163,1,0,0
373,,,,0,0,0,0
374,,,,0,0,0,0
375,,,,0,0,0,0
376,,,,0,0,0,0
377,,,,0,0,0,0
378,,,,0,0,0,0
379,,,,0,0,0,0
380,"초코보의 랭크가 올라 **기술 포인트**를 얻었습니다.

기술 포인트는 버디 랭크가 오를 때마다 얻을 수 있으며, 이 포인트를 사용해 버디에게 기술을 가르칠 수 있습니다.
기술 포인트를 써서 초코보에게 기술을 가르쳐 봅시다",,,151461,1,0,0
381,"초코보가 배울 수 있는 기술에는 **방어형**, **공격형**, **회복형**의 3종류가 있습니다.

방어형 기술을 배우면 **방어 태세** 기술을 쓸 수 있으며, 초코보가 나를 지키는 든든한 방패가 되어줍니다.",,,151462,1,0,0
382,"공격형 기술을 배우면 **공격 태세** 기술을 쓸 수 있으며, 초코보가 더욱 강력한 공격을 하게 됩니다.

마찬가지로 회복형 기술을 배우면 **회복 태세**를 쓸 수 있고, 초코보가 HP 회복 기술을 중점적으로 사용합니다.",,,151463,1,0,0
383,"초코보가 어떻게 성장할지는 키우기 나름입니다.

한정된 기술 포인트를 어떻게 활용할지 신중히 생각하여 초코보를 육성하세요!",,,151464,1,0,0
384,,,,0,0,0,0
385,,,,0,0,0,0
386,,,,0,0,0,0
387,,,,0,0,0,0
388,,,,0,0,0,0
389,,,,0,0,0,0
390,,,,0,0,0,0
391,,,,0,0,0,0
392,,,,0,0,0,0
393,,,,0,0,0,0
394,,,,0,0,0,0
395,,,,0,0,0,0
396,,,,0,0,0,0
397,,,,0,0,0,0
398,,,,0,0,0,0
399,,,,0,0,0,0
400,"**토벌수첩**은 **투사와 마법사**의 각 클래스마다 마련된 일종의 과제로, 토벌 대상으로 지정된 적을 쓰러뜨리면 보상이 주어집니다.
'주 메뉴'에 있는 **수첩**을 클릭하거나, [H] 키를 눌러 토벌수첩을 열어보세요.",,,150451,1,0,0
401,"토벌수첩을 열고 클래스와 난이도를 선택하면 토벌 대상이 표시됩니다.

지정된 적을 처치하면 완료 보상이 주어집니다.
어떤 적을 얼마나 처치해야 하는지, 주 서식지가 어디인지 확인하십시오.",,,150452,1,0,0
402,"토벌 대상인 적은 머리 위에 표시가 되어 있습니다.
이 표시를 발견하면 처치해 봅시다.",,,150453,1,0,0
403,"**토벌수첩**은 **투사와 마법사**의 각 클래스마다 마련된 일종의 과제로, 토벌 대상으로 지정된 적을 쓰러뜨리면 보상이 주어집니다.
'주 메뉴'에 있는 '수첩'에서 '토벌수첩'을 열어보세요.",,,150451,1,0,0
404,"토벌수첩을 열고 클래스와 난이도를 선택하면 토벌 대상이 표시됩니다.

지정된 적을 처치하면 완료 보상이 주어집니다.
어떤 적을 얼마나 처치해야 하는지, 주 서식지가 어디인지 확인하십시오.",,,150452,1,0,0
405,"토벌 대상인 적은 머리 위에 표시가 되어 있습니다.
이 표시를 발견하면 처치해 봅시다.",,,150453,1,0,0
406,,,,0,0,0,0
407,,,,0,0,0,0
408,,,,0,0,0,0
409,,,,0,0,0,0
410,"**총사령부**는 에오르제아가 직면한 위기에 맞서기 위해 각 도시국가가 세운 조직입니다.
조직 내에서 자신의 위치는 **계급**으로 표시됩니다.

소속 국가와 계급은 캐릭터창에서 '프로필' 탭을 선택하면 확인할 수 있습니다.",,,150881,1,0,0
411,"동시에 여러 총사령부에 가입할 수는 없습니다.

단, 가입 후 총사령부를 변경하는 것은 가능하므로, 부담 없이 지금 가입하고 싶은 총사령부를 선택하세요!",,,150882,1,0,0
412,"캐릭터창의 '화폐 목록' 탭에서 '공통'을 선택하면 총사령부 전용 화폐인 **군표**가 표시됩니다.

군표는 소속 총사령부에서 아이템 혹은 초코보로 교환하거나 계급을 올리는 데 쓸 수 있습니다.
계급이 오르면 여러 가지 이점이 있으니 적극적으로 군표를 모아보세요.",,,150883,1,0,0
413,,,,0,0,0,0
414,,,,0,0,0,0
415,,,,0,0,0,0
416,,,,0,0,0,0
417,,,,0,0,0,0
418,,,,0,0,0,0
419,,,,0,0,0,0
420,"총사령부에는 **군수품**과 **보급품**이 필요합니다.

해당 물건을 납품하면 경험치와 군표를 받을 수 있습니다.

소속 총사령부의 인사 담당관이나 총사령부 의뢰 담당자에게 말을 건 후 **조달 임무**를 선택해보세요.
가져온 아이템을 납품할 수 있습니다.",,,150941,1,0,0
421,"총사령부가 원하는 아이템은 그날그날 다르며, 주 메뉴에 있는 **임무 정보 목록**에서 수시로 확인할 수 있습니다.

적극적으로 아이템을 납품합시다!",,,150942,1,0,0
422,,,,0,0,0,0
423,,,,0,0,0,0
424,,,,0,0,0,0
425,,,,0,0,0,0
426,,,,0,0,0,0
427,,,,0,0,0,0
428,,,,0,0,0,0
429,,,,0,0,0,0
430,"총사령부는 군사력 강화를 위해 에테르가 깃든 장비 등의 희귀품을 필요로 합니다.

아이템 이름의 색이 **흰색이 아니며 판매 가능한 장비**는 희귀품으로서 총사령부에 납품할 수 있습니다.",,,150951,1,0,0
431,필요 없는 희귀품이 있다면 소속 총사령부의 인사 담당관이나 총사령부 의뢰 담당자와 이야기해서 적극적으로 납품하세요.,,,150952,1,0,0
432,,,,0,0,0,0
433,,,,0,0,0,0
434,,,,0,0,0,0
435,,,,0,0,0,0
436,,,,0,0,0,0
437,,,,0,0,0,0
438,,,,0,0,0,0
439,,,,0,0,0,0
440,"**자유부대**는 모험가가 자유롭게 모여서 결성하는 조직입니다.

소속 총사령부 등에 상관없이 플레이어가 직접 부대를 조직하여 소속 부대원과 함께 모험을 즐길 수 있습니다.",,,150961,1,0,0
441,"부대에 가입하면 **부대 경험치**를 모아 자유부대 랭크를 올리거나, **부대 명성**을 높여서 특별한 혜택을 받을 수도 있습니다.",,,150962,1,0,0
442,"부대장과 그 외 3명의 **서명**을 받아 새로운 부대를 결성하거나, 이미 결성된 자유부대를 찾아 가입할 수 있습니다.

원하는 방식으로 자유부대에 가입해 보세요!",,,150963,1,0,0
443,,,,0,0,0,0
444,,,,0,0,0,0
445,,,,0,0,0,0
446,,,,0,0,0,0
447,,,,0,0,0,0
448,,,,0,0,0,0
449,,,,0,0,0,0
450,"**자유부대** 결성을 위한 **서명** 요청이 들어왔습니다.

자유부대를 결성하려면 3명의 서명이 필요합니다.
서명을 요청한 사람이 누구인지 확인하고, 함께 부대를 결성하고 싶다면 서명합시다.",,,151121,1,0,0
451,,,,0,0,0,0
452,,,,0,0,0,0
453,,,,0,0,0,0
454,,,,0,0,0,0
455,,,,0,0,0,0
456,,,,0,0,0,0
457,,,,0,0,0,0
458,,,,0,0,0,0
459,,,,0,0,0,0
460,"플레이어가 직접 운영하는 조직인 **자유부대**에 가입했습니다.

이제부터 '자유부대 대화'를 사용할 수 있습니다.
대화 모드를 '자유부대'로 설정한 후, 부대원에게 인사해봅시다!",,,151131,1,0,0
461,"소속 자유부대에 관한 정보는 '플레이어 간 교류' 메뉴에 있는 '자유부대' 항목에서 확인할 수 있습니다.

각 부대원에게는 **계급**이 지정되며, 계급별로 이용할 수 있는**권한**이 다릅니다.",,,151132,1,0,0
462,"권한 종류로는 계급 지정이나 신규 부대원 초대, 추방 등이 있습니다. 누구에게 어떤 권한을 맡길지는 신중하게 결정합시다.",,,151133,1,0,0
463,"부대원의 활동에 따라 **자유부대 경험치**가 늘어나고, 이에 따라 **부대 랭크**가 올라갑니다.

부대 랭크가 오르면 부대 고유의 **문장**을 만들거나 부대 전용 주택을 세워 이용하는 **하우징** 등의 활동이 가능해집니다.

서로 배려하며 즐거운 부대를 만듭시다!",,,151134,1,0,0
